cost_id,route_id,vehicle_id,transport_mode,distance_km,base_cost,fuel_cost,driver_cost,toll_cost,handling_cost,transfer_cost,temperature_control_cost,total_cost,cost_per_kg,cost_per_km,fuel_price_index,route_id_raw
C01436,R0062,TRK039,road,54.6,316.68,112.25,1004.84,43.58,254.67,548.85,0.0,2280.88,0.92,41.77,1.244,R062
C01437,R0039,TRK044,local,387.8,3179.96,958.12,768.62,77.91,700.57,17.65,0.0,5702.82,2.88,14.71,1.228,R039
C01438,R0029,TRK047,road,525.7,3049.06,1078.92,1259.04,379.08,533.83,292.13,1433.24,8025.3,2.41,15.27,1.121,R029
C01439,R0004,TRK005,rail,410.7,1478.52,356.4,465.22,50.01,517.99,434.04,0.0,3302.18,0.82,8.04,1.162,R004
C01440,R0052,TRK038,rail,45.7,164.52,37.58,416.12,6.21,753.22,639.86,0.0,2017.52,0.47,44.15,1.18,R052
C01441,R0073,TRK036,road,92.6,537.08,189.66,1143.45,70.31,828.21,361.13,0.0,3129.84,1.02,33.8,1.174,R073
C01442,R0038,TRK010,rail,61.2,220.32,46.28,412.11,9.42,495.22,90.71,0.0,1274.06,0.34,20.82,1.181,R038
C01443,R0047,TRK049,road,250.5,1452.9,621.7,1152.79,167.11,687.03,484.51,0.0,4566.04,1.23,18.23,1.064,R047
C01444,R0032,TRK047,local,515.3,4225.46,1573.32,865.21,139.96,300.8,110.81,0.0,7215.55,1.93,14.0,1.108,R032
C01445,R0033,TRK013,rail,282.7,1017.72,212.61,519.31,46.02,516.69,424.16,0.0,2736.51,1.32,9.68,0.908,R033
C01446,R0042,TRK044,rail,521.1,1875.96,425.27,392.87,75.09,666.36,233.29,0.0,3668.85,7.1,7.04,0.96,R042
C01447,R0070,TRK018,road,179.9,1043.42,448.13,1118.36,161.25,655.88,183.88,965.56,4576.47,1.4,25.44,1.113,R070
C01448,R0038,TRK015,road,33.4,193.72,81.78,1376.71,28.48,170.99,85.76,1483.27,3420.72,1.71,102.42,0.928,R038
C01449,R0069,TRK013,road,417.4,2420.92,858.04,1244.31,344.12,332.36,628.3,1217.26,7045.3,1.55,16.88,1.175,R069
C01450,R0061,TRK037,rail,274.3,987.48,213.2,512.86,40.54,325.56,541.2,1491.98,4112.82,1.43,14.99,1.031,R061
C01451,R0004,TRK024,road,430.5,2496.9,834.38,1138.11,298.02,590.97,497.76,1471.52,7327.66,1.49,17.02,0.904,R004
C01452,R0095,TRK023,road,435.8,2527.64,832.83,1121.3,377.4,154.26,649.24,923.96,6586.64,1.53,15.11,1.159,R095
C01453,R0069,TRK042,road,204.2,1184.36,469.85,1229.53,180.98,571.23,36.84,0.0,3672.79,1.86,17.99,0.914,R069
C01454,R0097,TRK015,road,233.8,1356.04,540.96,1115.11,178.62,292.4,297.26,0.0,3780.4,0.76,16.17,1.162,R097
C01455,R0030,TRK014,road,61.0,353.8,115.02,979.12,39.77,217.71,182.42,1283.27,3171.12,1.19,51.99,0.926,R030
C01456,R0012,TRK033,road,144.6,838.68,362.08,1311.73,99.86,555.93,533.32,638.66,4340.27,8.57,30.02,1.195,R012
C01457,R0032,TRK002,rail,547.2,1969.92,397.23,367.85,76.78,610.7,139.59,0.0,3562.07,1.69,6.51,1.05,R032
C01458,R0004,TRK046,local,231.8,1900.76,646.85,914.54,66.3,469.29,246.26,0.0,4243.99,2.98,18.31,1.242,R004
C01459,R0018,TRK039,road,505.2,2930.16,1237.74,1409.43,410.54,795.94,126.68,1216.88,8127.37,10.94,16.09,1.202,R018
C01460,R0079,TRK041,road,404.3,2344.94,954.46,1229.77,350.99,459.61,47.83,0.0,5387.59,2.2,13.33,1.131,R079
C01461,R0069,TRK026,road,50.6,293.48,113.79,1299.17,39.55,570.83,508.31,377.9,3203.04,5.1,63.3,1.052,R069
C01462,R0051,TRK017,road,161.5,936.7,338.73,978.55,110.18,245.48,139.27,1735.2,4484.1,6.05,27.77,1.202,R051
C01463,R0100,TRK033,road,299.2,1735.36,661.18,1094.13,184.48,248.12,317.42,0.0,4240.69,4.65,14.17,1.211,R100
C01464,R0024,TRK036,road,292.3,1695.34,638.86,1366.19,233.55,698.29,245.49,0.0,4877.71,1.75,16.69,1.023,R024
C01465,R0038,TRK025,road,101.6,589.28,244.68,1400.61,63.99,764.2,382.04,1265.75,4710.55,1.14,46.36,1.198,R038
C01466,R0058,TRK040,road,130.0,754.0,289.33,1103.21,91.9,647.25,298.76,0.0,3184.45,1.91,24.5,1.029,R058
C01467,R0065,TRK009,road,71.4,414.12,174.68,1052.17,53.48,236.64,676.04,866.91,3474.04,1.84,48.66,1.026,R065
C01468,R0043,TRK026,road,290.2,1683.16,685.35,1146.0,246.49,244.76,257.93,572.85,4836.53,2.29,16.67,0.902,R043
C01469,R0076,TRK001,road,45.6,264.48,92.74,1027.89,37.84,681.13,411.86,0.0,2515.92,1.07,55.17,0.94,R076
C01470,R0088,TRK042,road,440.7,2556.06,1046.25,1262.63,363.77,807.03,130.47,0.0,6166.2,1.42,13.99,1.143,R088
C01471,R0057,TRK017,road,477.6,2770.08,1119.97,1237.47,306.4,881.43,333.13,0.0,6648.49,3.28,13.92,1.193,R057
C01472,R0040,TRK033,road,235.4,1365.32,447.53,1291.18,211.61,260.11,368.67,1127.96,5072.39,1.07,21.55,0.934,R040
C01473,R0025,TRK010,road,267.4,1550.92,616.51,1090.26,162.4,462.15,12.54,507.53,4402.31,14.1,16.46,1.045,R025
C01474,R0025,TRK039,rail,472.0,1699.2,396.27,451.7,62.78,769.42,571.3,0.0,3950.67,2.87,8.37,1.243,R025
C01475,R0073,TRK019,road,63.7,369.46,133.3,1025.52,49.63,398.09,326.25,1663.23,3965.49,1.36,62.25,1.03,R073
C01476,R0041,TRK019,road,536.2,3109.96,1284.92,1159.3,463.95,684.95,60.07,0.0,6763.16,2.47,12.61,1.197,R041
C01477,R0020,TRK002,road,451.9,2621.02,1039.3,1211.9,279.61,883.25,482.83,0.0,6517.91,7.37,14.42,1.232,R020
C01478,R0053,TRK011,road,455.5,2641.9,951.93,1332.82,295.22,788.16,519.56,398.73,6928.33,2.4,15.21,1.041,R053
C01479,R0092,TRK045,local,409.3,3356.26,984.88,1067.06,93.8,569.66,244.54,1086.54,7402.75,6.76,18.09,0.981,R092
C01480,R0072,TRK031,road,247.2,1433.76,553.65,968.71,162.51,390.67,400.9,0.0,3910.2,1.78,15.82,1.15,R072
C01481,R0052,TRK044,rail,331.6,1193.76,289.68,483.42,55.77,329.48,306.88,532.56,3191.56,1.1,9.62,0.911,R052
C01482,R0041,TRK037,road,123.4,715.72,298.32,1244.39,98.82,899.67,2.55,0.0,3259.47,0.7,26.41,0.959,R041
C01483,R0085,TRK049,road,412.8,2394.24,910.08,1283.67,302.71,420.07,337.75,0.0,5648.52,2.92,13.68,0.995,R085
C01484,R0043,TRK012,road,390.2,2263.16,981.05,1186.66,279.91,561.68,567.61,226.09,6066.16,4.37,15.55,1.05,R043
C01485,R0060,TRK038,road,427.6,2480.08,894.59,1206.98,267.42,379.34,627.34,0.0,5855.75,1.26,13.69,0.918,R060
C01486,R0042,TRK048,road,85.8,497.64,199.9,1020.02,56.2,197.14,505.58,807.96,3284.45,1.0,38.28,1.139,R042
C01487,R0092,TRK001,rail,232.0,835.2,178.82,470.84,32.28,496.66,141.94,846.92,3002.67,1.02,12.94,1.129,R092
C01488,R0054,TRK026,local,288.4,2364.88,819.34,820.26,62.81,613.82,172.4,1727.89,6581.39,2.13,22.82,1.129,R054
C01489,R0052,TRK016,road,209.2,1213.36,406.78,982.29,159.79,763.17,188.82,1610.62,5324.83,1.48,25.45,1.077,R052
C01490,R0002,TRK016,road,160.9,933.22,333.12,1272.01,112.96,844.24,312.93,1597.04,5405.51,12.4,33.6,1.238,R002
C01491,R0092,TRK046,road,98.0,568.4,217.33,1243.49,76.24,647.35,376.07,0.0,3128.89,2.45,31.93,1.211,R092
C01492,R0052,TRK009,road,354.9,2058.42,820.81,1122.33,244.98,363.78,65.87,595.27,5271.46,2.0,14.85,0.916,R052
C01493,R0008,TRK023,road,72.7,421.66,180.16,1218.6,50.93,783.39,486.28,1552.61,4693.63,2.11,64.56,1.125,R008
C01494,R0074,TRK040,road,100.0,580.0,210.81,1429.99,83.39,240.27,36.24,0.0,2580.68,1.2,25.81,0.959,R074
C01495,R0070,TRK038,road,227.2,1317.76,515.42,1053.65,164.14,476.45,656.16,0.0,4183.59,0.96,18.41,1.15,R070
C01496,R0076,TRK030,road,52.6,305.08,109.59,1066.25,33.02,409.09,122.37,0.0,2045.39,0.45,38.89,1.106,R076
C01497,R0080,TRK047,road,301.6,1749.28,598.92,984.47,190.18,893.15,362.8,0.0,4778.8,1.88,15.84,1.198,R080
C01498,R0043,TRK027,road,515.2,2988.16,1294.62,1272.21,370.53,362.12,217.66,0.0,6505.31,5.83,12.63,1.098,R043
C01499,R0093,TRK004,road,162.0,939.6,323.93,1241.22,98.95,717.22,43.49,0.0,3364.41,0.83,20.77,1.019,R093
C01500,R0088,TRK039,road,488.2,2831.56,1010.67,1076.83,305.59,534.92,121.08,0.0,5880.65,3.11,12.05,1.104,R088
C01501,R0032,TRK034,road,276.7,1604.86,660.09,1361.76,239.37,324.95,193.7,810.81,5195.54,1.18,18.78,1.2,R032
C01502,R0086,TRK006,local,532.9,4369.78,1305.05,744.13,128.47,270.39,6.53,0.0,6824.35,3.59,12.81,1.023,R086
C01503,R0099,TRK015,road,77.6,450.08,185.3,1339.3,69.67,870.61,481.33,0.0,3396.29,10.17,43.77,1.111,R099
C01504,R0064,TRK046,road,123.6,716.88,275.44,975.4,109.86,612.5,32.45,0.0,2722.53,1.11,22.03,0.963,R064
C01505,R0072,TRK041,local,212.4,1741.68,609.71,922.29,50.51,863.95,273.72,0.0,4461.86,3.52,21.01,0.978,R072
C01506,R0037,TRK008,road,379.9,2203.42,756.29,963.72,271.46,522.93,564.12,0.0,5281.94,9.04,13.9,1.139,R037
C01507,R0068,TRK033,local,380.5,3120.1,983.68,786.01,78.46,691.59,268.94,729.48,6658.26,2.12,17.5,1.079,R068
C01508,R0030,TRK014,rail,128.0,460.8,98.43,409.04,19.99,686.83,296.09,0.0,1971.18,0.67,15.4,1.015,R030
C01509,R0026,TRK042,local,127.4,1044.68,374.44,996.14,30.25,411.05,44.65,1234.74,4135.95,1.34,32.46,1.207,R026
C01510,R0021,TRK027,road,415.4,2409.32,967.57,1127.58,317.03,396.58,660.66,0.0,5878.74,1.91,14.15,1.013,R021
C01511,R0058,TRK026,local,326.7,2678.94,870.36,874.25,94.02,785.71,47.53,0.0,5350.81,2.43,16.38,1.016,R058
C01512,R0083,TRK018,road,218.2,1265.56,485.59,1232.17,144.55,586.13,497.26,0.0,4211.26,1.53,19.3,0.98,R083
C01513,R0053,TRK001,road,76.6,444.28,179.34,1216.91,47.76,716.92,384.95,0.0,2990.17,3.7,39.04,1.108,R053
C01514,R0020,TRK004,local,81.6,669.12,194.77,831.81,24.24,650.6,128.34,0.0,2498.87,0.97,30.62,1.102,R020
C01515,R0020,TRK010,road,122.8,712.24,231.56,1283.64,81.53,345.2,40.28,1153.81,3848.25,0.77,31.34,1.108,R020
C01516,R0004,TRK003,rail,193.0,694.8,162.17,408.08,34.39,444.39,323.16,1742.97,3809.96,0.86,19.74,1.221,R004
C01517,R0100,TRK015,road,241.2,1398.96,603.7,1004.48,179.98,301.75,547.25,0.0,4036.13,6.72,16.73,1.093,R100
C01518,R0071,TRK010,road,388.3,2252.14,775.63,1108.51,248.28,828.38,177.25,1708.17,7098.36,1.49,18.28,1.166,R071
C01519,R0029,TRK018,road,422.8,2452.24,868.55,1091.17,267.34,271.42,196.67,1325.19,6472.58,1.67,15.31,1.083,R029
C01520,R0084,TRK041,road,122.3,709.34,253.2,1152.56,88.66,215.45,68.88,1776.92,4265.0,0.95,34.87,1.188,R084
C01521,R0042,TRK007,road,387.4,2246.92,808.48,1016.13,312.93,176.82,321.22,1204.61,6087.1,13.19,15.71,1.205,R042
C01522,R0034,TRK045,rail,198.3,713.88,139.54,501.42,34.42,872.66,10.92,0.0,2272.83,1.13,11.46,1.024,R034
C01523,R0069,TRK018,local,495.5,4063.1,1334.68,772.22,139.09,196.0,257.12,0.0,6762.21,2.57,13.65,0.947,R069
C01524,R0012,TRK013,rail,149.0,536.4,103.52,506.02,21.13,394.03,118.51,1258.65,2938.26,0.73,19.72,1.218,R012
C01525,R0033,TRK047,road,332.9,1930.82,740.48,1422.43,284.12,637.97,544.18,0.0,5560.0,1.42,16.7,0.972,R033
C01526,R0076,TRK017,road,234.9,1362.42,507.91,1242.4,190.47,306.28,361.88,0.0,3971.37,0.82,16.91,1.24,R076
C01527,R0030,TRK008,rail,463.1,1667.16,416.42,473.22,76.09,807.01,100.06,0.0,3539.96,3.21,7.64,1.013,R030
C01528,R0017,TRK016,road,237.8,1379.24,534.43,1044.95,181.03,667.08,267.4,0.0,4074.12,1.66,17.13,1.022,R017
C01529,R0073,TRK038,rail,357.4,1286.64,305.09,443.75,50.28,815.28,305.79,0.0,3206.83,1.67,8.97,1.188,R073
C01530,R0001,TRK020,rail,64.3,231.48,49.53,402.66,10.79,792.08,45.8,895.28,2427.62,2.79,37.75,1.03,R001
C01531,R0019,TRK007,road,438.5,2543.3,976.54,1374.04,379.37,199.91,383.22,1212.88,7069.26,6.43,16.12,1.152,R019
C01532,R0071,TRK049,road,531.1,3080.38,1325.86,1308.06,335.45,560.64,143.43,0.0,6753.82,9.05,12.72,1.112,R071
C01533,R0048,TRK022,road,91.3,529.54,190.41,1028.65,56.06,170.41,402.63,0.0,2377.69,0.63,26.04,1.183,R048
C01534,R0071,TRK012,road,161.9,939.02,398.26,1150.93,115.76,506.28,53.07,0.0,3163.31,2.39,19.54,1.139,R071
C01535,R0064,TRK045,road,119.0,690.2,267.74,961.61,100.48,749.21,234.74,1245.85,4249.84,3.95,35.71,1.159,R064
C01536,R0062,TRK016,local,189.8,1556.36,563.29,942.08,39.16,605.21,234.65,0.0,3940.75,7.73,20.76,1.087,R062
C01537,R0051,TRK015,rail,87.9,316.44,70.02,525.36,13.93,162.74,423.34,0.0,1511.82,1.73,17.2,1.025,R051
C01538,R0087,TRK050,rail,62.6,225.36,50.74,515.83,10.1,242.88,601.26,0.0,1646.16,0.33,26.3,1.102,R087
C01539,R0043,TRK022,road,166.3,964.54,324.06,1151.6,127.72,400.39,429.03,0.0,3397.35,1.43,20.43,1.228,R043
C01540,R0022,TRK016,road,446.7,2590.86,1001.93,1161.41,334.76,363.38,436.67,0.0,5889.02,8.3,13.18,1.25,R022
C01541,R0024,TRK034,road,286.8,1663.44,651.55,1020.4,214.33,833.21,476.52,0.0,4859.44,12.75,16.94,1.082,R024
C01542,R0031,TRK003,road,294.5,1708.1,661.16,1016.36,186.27,635.88,49.49,859.73,5116.99,2.95,17.38,1.028,R031
C01543,R0038,TRK022,road,41.7,241.86,93.26,1379.36,29.41,161.67,299.01,0.0,2204.58,1.43,52.87,1.14,R038
C01544,R0077,TRK041,road,181.1,1050.38,429.67,1361.17,113.04,240.08,652.14,1686.12,5532.6,1.94,30.55,0.988,R077
C01545,R0024,TRK028,road,408.4,2368.72,818.65,1081.99,289.29,157.54,139.78,0.0,4855.96,1.0,11.89,1.165,R024
C01546,R0098,TRK042,local,390.2,3199.64,980.46,811.13,115.33,358.32,53.91,516.23,6035.01,2.35,15.47,1.056,R098
C01547,R0089,TRK024,road,472.0,2737.6,1100.48,1308.57,349.83,487.6,335.36,0.0,6319.44,6.25,13.39,0.95,R089
C01548,R0006,TRK023,road,219.7,1274.26,518.74,1148.44,141.89,155.14,632.64,1282.56,5153.66,2.2,23.46,1.105,R006
C01549,R0076,TRK015,road,106.3,616.54,248.63,1237.64,78.04,677.52,296.88,0.0,3155.27,1.92,29.68,1.161,R076
C01550,R0072,TRK028,road,381.8,2214.44,952.95,1108.27,319.15,298.76,95.1,0.0,4988.67,1.09,13.07,0.927,R072
C01551,R0013,TRK014,local,284.0,2328.8,881.72,896.46,67.27,579.12,284.22,0.0,5037.6,4.13,17.74,0.95,R013
C01552,R0087,TRK019,road,409.4,2374.52,827.56,1414.55,248.42,455.98,401.88,182.07,5904.98,2.67,14.42,1.058,R087
C01553,R0050,TRK005,road,521.8,3026.44,1123.04,1232.53,322.97,493.9,480.89,0.0,6679.78,5.14,12.8,0.949,R050
C01554,R0090,TRK014,local,44.8,367.36,136.49,1045.34,13.37,796.99,252.65,0.0,2612.2,3.96,58.31,1.197,R090
C01555,R0082,TRK011,road,231.7,1343.86,442.67,1323.75,147.98,394.61,620.47,0.0,4273.34,3.22,18.44,1.124,R082
C01556,R0086,TRK010,road,228.7,1326.46,578.41,1118.24,162.33,351.77,38.32,634.14,4209.65,2.24,18.41,1.203,R086
C01557,R0024,TRK002,road,398.4,2310.72,885.65,1137.4,284.81,520.86,463.98,0.0,5603.42,7.54,14.06,1.245,R024
C01558,R0035,TRK044,rail,44.1,158.76,35.95,410.15,6.21,653.25,76.93,0.0,1341.25,0.63,30.41,1.017,R035
C01559,R0087,TRK032,rail,542.8,1954.08,474.87,443.73,92.0,331.56,150.42,818.09,4264.76,1.17,7.86,0.964,R087
C01560,R0012,TRK020,road,524.5,3042.1,1277.73,1234.51,425.76,635.63,113.29,0.0,6729.01,1.72,12.83,1.169,R012
C01561,R0047,TRK002,road,524.3,3040.94,994.6,1250.48,339.74,440.25,283.89,0.0,6349.9,3.63,12.11,1.015,R047
C01562,R0064,TRK006,local,456.1,3740.02,1365.15,1058.61,133.11,367.27,102.66,152.11,6918.93,3.13,15.17,0.929,R064
C01563,R0035,TRK035,rail,408.8,1471.68,288.2,433.87,63.06,628.48,285.9,0.0,3171.2,0.77,7.76,1.221,R035
C01564,R0005,TRK036,local,320.5,2628.1,772.44,768.68,88.72,731.6,167.83,1261.07,6418.44,18.06,20.03,1.102,R005
C01565,R0045,TRK049,road,373.6,2166.88,789.44,1207.55,241.53,835.71,394.55,397.43,6033.09,3.7,16.15,1.07,R045
C01566,R0062,TRK030,road,272.6,1581.08,580.87,1064.32,233.42,215.56,157.47,695.47,4528.2,3.19,16.61,1.069,R062
C01567,R0041,TRK040,local,460.8,3778.56,1260.55,976.19,106.97,791.42,225.68,1212.31,8351.68,2.97,18.12,0.954,R041
C01568,R0089,TRK025,rail,508.2,1829.52,346.22,374.45,62.41,507.57,613.19,0.0,3733.35,3.8,7.35,1.149,R089
C01569,R0029,TRK005,road,374.0,2169.2,856.98,1284.68,331.31,698.92,149.77,0.0,5490.85,1.89,14.68,0.993,R029
C01570,R0046,TRK044,road,86.1,499.38,183.06,1031.43,70.05,269.2,402.36,613.07,3068.56,6.75,35.64,1.094,R046
C01571,R0068,TRK040,local,454.6,3727.72,1407.53,894.1,108.23,718.53,158.64,1096.37,8111.11,2.71,17.84,0.918,R068
C01572,R0014,TRK042,road,252.1,1462.18,525.3,1218.08,166.6,205.7,501.26,1208.63,5287.75,1.25,20.97,1.098,R014
C01573,R0068,TRK007,road,194.0,1125.2,374.74,1338.96,136.07,713.63,337.14,1188.74,5214.48,1.51,26.88,1.164,R068
C01574,R0070,TRK039,road,371.8,2156.44,737.78,1190.91,308.64,479.3,455.26,1056.95,6385.28,2.1,17.17,1.123,R070
C01575,R0098,TRK015,rail,54.6,196.56,40.07,432.23,6.96,550.66,483.68,0.0,1710.17,0.54,31.32,1.012,R098
C01576,R0042,TRK046,road,280.0,1624.0,673.35,1147.16,223.28,242.12,308.32,0.0,4218.23,3.55,15.07,1.116,R042
C01577,R0039,TRK043,rail,436.3,1570.68,355.21,384.66,75.33,208.61,605.25,0.0,3199.74,1.76,7.33,0.992,R039
C01578,R0097,TRK024,rail,40.1,144.36,29.16,529.65,6.02,423.16,289.1,0.0,1421.45,0.31,35.45,1.16,R097
C01579,R0076,TRK002,road,68.5,397.3,170.66,1000.25,49.15,680.82,156.02,1517.83,3972.03,0.82,57.99,0.941,R076
C01580,R0032,TRK016,rail,176.2,634.32,127.24,519.45,24.34,233.98,227.36,1406.54,3173.22,6.99,18.01,1.197,R032
C01581,R0005,TRK029,road,124.1,719.78,248.15,1299.13,96.37,251.79,110.3,0.0,2725.51,0.58,21.96,1.176,R005
C01582,R0014,TRK013,road,533.9,3096.62,1031.61,1063.98,342.05,463.35,671.99,0.0,6669.59,11.55,12.49,1.037,R014
C01583,R0044,TRK016,local,190.2,1559.64,502.07,736.22,39.02,304.33,35.2,927.32,4103.79,1.11,21.58,1.196,R044
C01584,R0003,TRK049,rail,150.4,541.44,111.23,437.17,23.71,839.1,436.28,0.0,2388.94,0.67,15.88,1.221,R003
C01585,R0053,TRK001,road,528.1,3062.98,999.77,1244.78,346.11,532.03,341.12,0.0,6526.78,4.03,12.36,1.215,R053
C01586,R0042,TRK029,road,239.2,1387.36,460.66,988.11,209.17,338.67,593.35,951.01,4928.32,5.4,20.6,1.172,R042
C01587,R0066,TRK027,local,117.3,961.86,344.42,862.02,25.09,704.38,161.36,410.74,3469.86,1.13,29.58,0.952,R066
C01588,R0015,TRK038,local,496.0,4067.2,1317.82,978.82,125.91,416.53,204.04,0.0,7110.33,3.07,14.34,1.222,R015
C01589,R0064,TRK020,road,342.5,1986.5,732.41,1230.45,240.81,782.57,91.93,1275.61,6340.29,4.51,18.51,1.207,R064
C01590,R0020,TRK016,local,417.9,3426.78,1100.23,1067.62,105.07,850.22,78.29,0.0,6628.21,9.57,15.86,1.05,R020
C01591,R0052,TRK047,road,197.1,1143.18,430.26,1336.18,171.94,653.22,545.66,439.51,4719.94,5.42,23.95,1.144,R052
C01592,R0030,TRK020,road,68.5,397.3,140.94,1416.93,48.34,406.3,47.1,0.0,2456.92,1.79,35.87,1.065,R030
C01593,R0067,TRK011,road,174.1,1009.78,415.0,1122.6,134.84,837.55,155.98,1330.44,5006.2,1.13,28.75,1.062,R067
C01594,R0093,TRK019,road,384.3,2228.94,720.0,1062.78,311.53,822.13,105.9,1348.91,6600.19,2.33,17.17,1.129,R093
C01595,R0056,TRK040,road,491.5,2850.7,1049.93,1243.27,308.57,541.94,368.05,0.0,6362.45,6.43,12.94,0.908,R056
C01596,R0090,TRK001,road,267.5,1551.5,533.03,1080.18,170.65,269.43,691.56,102.63,4398.98,1.62,16.44,1.208,R090
C01597,R0060,TRK031,road,164.7,955.26,378.42,1350.89,106.08,160.25,118.39,0.0,3069.29,0.64,18.64,0.939,R060
C01598,R0079,TRK012,road,535.8,3107.64,1352.24,1000.96,325.06,708.17,400.74,0.0,6894.79,7.8,12.87,0.967,R079
C01599,R0073,TRK036,road,297.5,1725.5,698.36,985.73,233.86,645.85,628.04,0.0,4917.33,1.82,16.53,0.981,R073
C01600,R0022,TRK028,local,221.0,1812.2,711.3,944.8,53.27,543.41,20.21,0.0,4085.18,1.28,18.48,0.906,R022
C01601,R0024,TRK041,rail,296.9,1068.84,239.97,465.48,48.99,288.98,427.73,0.0,2539.99,0.61,8.56,0.924,R024
C01602,R0028,TRK032,local,207.5,1701.5,495.59,811.59,56.93,828.14,196.83,0.0,4090.58,3.35,19.71,1.239,R028
C01603,R0009,TRK046,road,39.6,229.68,97.46,1107.66,35.3,683.45,321.37,0.0,2474.92,1.16,62.5,0.995,R009
C01604,R0030,TRK004,rail,183.7,661.32,155.14,389.46,24.54,457.15,664.6,0.0,2352.21,0.57,12.8,1.244,R030
C01605,R0069,TRK047,road,295.4,1713.32,577.37,1262.27,236.23,555.64,252.25,0.0,4597.07,0.95,15.56,1.179,R069
C01606,R0058,TRK034,rail,203.2,731.52,162.76,463.97,27.84,447.88,622.84,0.0,2456.82,1.07,12.09,1.197,R058
C01607,R0042,TRK031,road,394.6,2288.68,803.18,1143.76,271.48,398.28,256.66,0.0,5162.04,1.2,13.08,1.139,R042
C01608,R0081,TRK001,road,491.9,2853.02,1012.88,1395.8,422.46,583.64,473.98,0.0,6741.78,4.61,13.71,1.164,R081
C01609,R0098,TRK031,rail,363.1,1307.16,313.88,535.03,44.98,321.64,432.16,0.0,2954.86,1.08,8.14,0.982,R098
C01610,R0035,TRK031,road,327.6,1900.08,822.76,1228.31,269.03,529.91,411.63,542.37,5704.1,1.31,17.41,1.197,R035
C01611,R0093,TRK027,road,283.0,1641.4,598.81,1399.03,251.05,225.08,143.47,33.17,4292.02,0.99,15.17,1.056,R093
C01612,R0001,TRK020,road,522.9,3032.82,1029.5,1107.79,418.1,195.26,402.43,0.0,6185.9,2.27,11.83,1.149,R001
C01613,R0095,TRK001,road,245.1,1421.58,571.56,1083.56,152.92,520.7,576.68,0.0,4326.99,0.99,17.65,0.933,R095
C01614,R0027,TRK021,rail,302.7,1089.72,251.07,497.7,50.11,200.8,595.68,989.02,3674.1,1.16,12.14,1.05,R027
C01615,R0081,TRK024,road,335.7,1947.06,809.92,1414.15,297.18,594.44,281.26,0.0,5344.01,6.15,15.92,1.086,R081
C01616,R0060,TRK031,rail,430.2,1548.72,320.29,438.27,57.56,503.12,187.05,0.0,3055.0,0.97,7.1,1.099,R060
C01617,R0076,TRK041,road,267.5,1551.5,601.07,1419.52,164.82,170.01,60.07,0.0,3966.99,1.12,14.83,0.94,R076
C01618,R0069,TRK005,road,279.3,1619.94,581.86,1199.17,190.4,381.96,691.73,0.0,4665.06,13.37,16.7,1.102,R069
C01619,R0098,TRK040,road,158.5,919.3,378.75,1365.27,138.97,553.13,320.71,0.0,3676.12,1.27,23.19,1.097,R098
C01620,R0080,TRK029,road,414.9,2406.42,783.17,1041.77,296.75,857.46,689.16,193.05,6267.78,10.22,15.11,1.094,R080
C01621,R0034,TRK020,rail,192.0,691.2,139.38,508.26,24.22,416.97,672.1,0.0,2452.13,0.95,12.77,1.006,R034
C01622,R0071,TRK041,rail,441.9,1590.84,358.73,492.21,74.93,859.17,547.47,0.0,3923.35,4.16,8.88,1.055,R071
C01623,R0080,TRK007,road,133.7,775.46,317.8,1009.75,80.8,197.26,688.33,1351.97,4421.37,2.0,33.07,1.168,R080
C01624,R0054,TRK044,rail,256.0,921.6,215.53,402.76,39.9,263.08,85.56,0.0,1928.43,3.2,7.53,1.034,R054
C01625,R0022,TRK031,local,133.0,1090.6,346.99,851.08,28.7,800.29,247.97,0.0,3365.63,1.03,25.31,1.014,R022
C01626,R0066,TRK017,road,441.8,2562.44,1085.16,1061.42,297.47,339.86,440.07,42.0,5828.41,1.66,13.19,1.037,R066
C01627,R0055,TRK004,road,337.3,1956.34,721.37,1171.43,237.0,453.48,178.5,331.94,5050.05,1.76,14.97,1.107,R055
C01628,R0017,TRK033,local,84.9,696.18,232.42,856.14,22.98,441.83,282.11,0.0,2531.65,1.38,29.82,0.987,R017
C01629,R0007,TRK010,road,151.4,878.12,307.32,1120.36,119.66,844.24,532.47,0.0,3802.18,1.18,25.11,1.05,R007
C01630,R0008,TRK002,local,408.9,3352.98,1307.69,746.45,94.46,812.9,111.64,0.0,6426.11,2.62,15.72,0.983,R008
C01631,R0069,TRK033,road,317.5,1841.5,773.28,1317.92,243.07,674.71,62.32,0.0,4912.8,1.15,15.47,1.09,R069
C01632,R0038,TRK012,local,67.2,551.04,195.84,783.02,16.92,764.92,289.94,220.91,2822.59,1.02,42.0,1.212,R038
C01633,R0060,TRK032,local,521.3,4274.66,1493.05,832.02,114.96,562.94,114.71,1585.42,8977.76,2.74,17.22,1.206,R060
C01634,R0012,TRK012,rail,305.1,1098.36,226.79,531.37,42.08,870.5,156.72,1588.56,4514.38,5.55,14.8,1.053,R012
C01635,R0062,TRK047,road,366.4,2125.12,731.68,1354.27,317.01,655.96,282.39,907.24,6373.67,17.22,17.4,1.209,R062
C01636,R0001,TRK006,road,443.5,2572.3,874.51,1370.82,282.41,275.18,647.96,511.4,6534.58,2.23,14.73,0.995,R001
