handling_id,shipment_id,route_id,hub_id,vehicle_id,transfer_type,product_category,cargo_weight_kg,arrival_timestamp,departure_timestamp,handling_time_hours,loading_time_hours,unloading_time_hours,queue_time_hours,temperature_during_handling_c,temperature_excursion,damage_incident,handling_cost,transfer_delay_hours,route_id_raw,shipment_id_raw,hub_id_raw,hub_number,hub_id_mapped
H01107,HS000630,R0043,HUB11,TRK044,warehouse,rice,853.9,2025-09-18 02:47:00,2025-09-18 04:40:24,0.99,0.4,0.93,0.9,19.2,0,0,601.42,1.22,R043,S00630,HUB11,11,H011
H01108,HS000428,R0006,HUB04,TRK024,vehicle_change,mango,1982.3,2025-10-09 00:47:00,2025-10-09 03:22:24,2.46,0.4,1.04,0.13,10.61,0,0,781.49,0.57,R006,S00428,HUB04,4,H004
H01109,HS000685,R0068,HUB06,TRK042,vehicle_change,rice,236.1,2026-05-13 16:54:00,2026-05-13 18:45:36,1.8,1.05,0.17,0.06,23.54,0,0,595.0,0.66,R068,S00685,HUB06,6,H006
H01110,HS000316,R0080,HUB03,TRK049,vehicle_change,fish,1462.1,2025-05-19 08:16:00,2025-05-19 09:52:36,0.33,0.26,0.62,1.28,3.21,0,0,522.28,1.52,R080,S00316,HUB03,3,H003
H01111,HS000169,R0072,HUB08,TRK008,vehicle_change,dairy,669.8,2026-02-23 20:07:00,2026-02-23 21:40:36,0.71,0.56,1.1,0.85,6.72,0,0,477.49,1.14,R072,S00169,HUB08,8,H008
H01112,HS000818,R0062,HUB06,TRK022,vehicle_change,fish,70.3,2026-04-22 17:51:00,2026-04-22 19:30:36,1.53,0.89,0.2,0.13,2.56,0,0,679.5,0.4,R062,S00818,HUB06,6,H006
H01113,HS000593,R0065,HUB20,TRK013,vehicle_change,fish,338.7,2025-08-18 21:22:00,2025-08-19 01:02:48,2.47,0.89,0.28,1.21,2.18,0,0,912.48,1.96,R065,S00593,HUB20,20,
H01114,HS001267,R0076,HUB06,TRK026,mode_change,dairy,1923.6,2026-01-14 14:07:00,2026-01-14 14:59:12,0.38,0.88,1.12,0.49,3.66,0,0,395.16,0.66,R076,S01267,HUB06,6,H006
H01115,HS000908,R0081,HUB19,TRK012,cross_dock,fish,980.7,2026-07-03 09:56:00,2026-07-03 11:41:00,1.64,1.14,1.04,0.11,2.97,0,0,518.75,0.69,R081,S00908,HUB19,19,
H01116,HS000094,R0013,HUB02,TRK009,vehicle_change,grains,861.6,2025-12-16 21:07:00,2025-12-16 23:35:12,2.23,0.94,0.88,0.24,24.49,0,0,810.59,0.71,R013,S00094,HUB02,2,H002
H01117,HS000127,R0070,HUB07,TRK020,cross_dock,grains,1217.5,2025-07-15 11:03:00,2025-07-15 14:42:00,1.13,0.33,0.16,2.52,22.84,0,0,692.63,2.95,R070,S00127,HUB07,7,H007
H01118,HS001459,R0042,HUB14,TRK039,cross_dock,mango,1798.5,2025-09-08 15:40:00,2025-09-08 19:09:24,1.51,1.14,0.92,1.98,9.96,0,0,784.33,2.37,R042,S01459,HUB14,14,H014
H01119,HS000471,R0039,HUB03,TRK026,mode_change,grains,649.0,2026-05-23 12:08:00,2026-05-23 14:23:00,0.43,0.74,1.13,1.82,31.77,0,0,532.05,2.28,R039,S00471,HUB03,3,H003
H01120,HS000492,R0063,HUB02,TRK045,cross_dock,vegetables,277.5,2026-06-24 09:17:00,2026-06-24 11:20:00,0.43,0.41,0.83,1.62,2.45,1,0,573.45,1.7,R063,S00492,HUB02,2,H002
H01121,HS000730,R0013,HUB19,TRK047,vehicle_change,fish,1748.0,2026-08-04 14:54:00,2026-08-04 16:15:00,0.42,0.65,1.07,0.93,0.3,0,0,533.71,1.49,R013,S00730,HUB19,19,
H01122,HS001380,R0021,HUB15,TRK036,mode_change,dairy,571.5,2026-04-06 07:29:00,2026-04-06 11:29:36,2.45,0.17,0.82,1.56,3.57,0,0,776.18,2.42,R021,S01380,HUB15,15,H015
H01123,HS000703,R0020,HUB16,TRK033,cross_dock,rice,472.4,2025-11-08 14:02:00,2025-11-08 18:27:12,1.64,0.85,0.22,2.78,21.86,0,0,810.95,3.13,R020,S00703,HUB16,16,
H01124,HS000741,R0073,HUB19,TRK009,cross_dock,fish,1981.9,2025-02-11 08:19:00,2025-02-11 08:43:36,0.35,0.17,0.59,0.06,1.8,0,0,343.2,0.31,R073,S00741,HUB19,19,
H01125,HS001081,R0071,HUB08,TRK026,mode_change,pharma,799.2,2026-05-24 14:37:00,2026-05-24 18:10:36,1.15,0.92,0.52,2.41,6.09,0,0,767.49,2.99,R071,S01081,HUB08,8,H008
H01126,HS000251,R0049,HUB01,TRK043,cross_dock,vegetables,1994.7,2025-05-16 02:25:00,2025-05-16 05:08:48,2.22,0.88,0.35,0.51,5.06,0,0,792.26,1.31,R049,S00251,HUB01,1,H001
H01127,HS000182,R0100,HUB08,TRK013,warehouse,rice,680.8,2025-09-17 03:56:00,2025-09-17 05:38:36,1.69,0.88,0.81,0.02,21.0,0,0,617.42,0.44,R100,S00182,HUB08,8,H008
H01128,HS000091,R0035,HUB05,TRK008,vehicle_change,grains,332.6,2025-08-30 06:32:00,2025-08-30 10:31:24,1.49,1.15,1.05,2.5,26.49,0,0,740.74,2.99,R035,S00091,HUB05,5,H005
H01129,HS001142,R0044,HUB20,TRK017,cross_dock,vegetables,1865.0,2026-02-13 14:36:00,2026-02-13 15:29:24,0.79,0.33,0.53,0.1,4.97,0,0,479.38,0.42,R044,S01142,HUB20,20,
H01130,HS000890,R0065,HUB05,TRK007,vehicle_change,vegetables,1026.7,2026-02-27 09:09:00,2026-02-27 12:25:12,2.45,0.84,0.48,0.82,7.09,0,0,749.38,1.3,R065,S00890,HUB05,5,H005
H01131,HS000638,R0077,HUB08,TRK002,vehicle_change,mango,341.4,2025-06-05 19:27:00,2025-06-05 21:52:48,2.1,0.36,1.21,0.33,11.88,0,0,648.93,0.79,R077,S00638,HUB08,8,H008
H01132,HS000173,R0081,HUB13,TRK037,mode_change,grains,1830.3,2025-12-04 04:14:00,2025-12-04 08:12:48,2.08,0.37,0.18,1.9,28.22,0,0,879.42,2.56,R081,S00173,HUB13,13,H013
H01133,HS000680,R0025,HUB18,TRK016,vehicle_change,mango,1790.5,2025-03-07 09:44:00,2025-03-07 11:59:36,2.08,0.42,0.29,0.18,10.92,0,0,692.92,0.6,R025,S00680,HUB18,18,
H01134,HS000677,R0037,HUB01,TRK020,vehicle_change,pharma,1651.8,2025-05-22 17:22:00,2025-05-22 19:46:36,2.35,0.76,1.02,0.06,2.63,0,0,800.77,0.78,R037,S00677,HUB01,1,H001
H01135,HS000760,R0052,HUB19,TRK049,mode_change,vegetables,1039.2,2026-05-13 06:25:00,2026-05-13 08:52:00,0.65,0.32,1.08,1.8,6.11,0,0,554.51,1.94,R052,S00760,HUB19,19,
H01136,HS001147,R0041,HUB14,TRK028,vehicle_change,pharma,798.6,2025-06-27 13:48:00,2025-06-27 16:12:00,2.07,0.52,1.1,0.33,5.29,0,0,604.52,0.9,R041,S01147,HUB14,14,H014
H01137,HS001202,R0004,HUB15,TRK002,cross_dock,mango,1502.9,2025-01-14 18:15:00,2025-01-14 20:03:36,1.26,0.94,0.66,0.55,11.16,0,0,617.79,1.17,R004,S01202,HUB15,15,H015
H01138,HS000294,R0089,HUB20,TRK003,mode_change,dairy,162.4,2025-08-31 13:50:00,2025-08-31 16:00:48,1.24,0.26,0.6,0.94,7.92,0,0,494.02,1.5,R089,S00294,HUB20,20,
H01139,HS000245,R0098,HUB10,TRK026,vehicle_change,vegetables,1259.7,2025-07-27 10:43:00,2025-07-27 12:59:48,0.32,0.68,1.01,1.96,7.61,0,0,393.13,2.25,R098,S00245,HUB10,10,H010
H01140,HS000744,R0010,HUB05,TRK043,warehouse,fish,1982.8,2025-03-09 06:29:00,2025-03-09 08:05:00,1.15,0.82,0.77,0.45,2.47,0,0,493.52,0.89,R010,S00744,HUB05,5,H005
H01141,HS000277,R0097,HUB07,TRK018,mode_change,grains,1230.4,2025-09-28 21:04:00,2025-09-29 01:39:24,1.78,0.26,0.15,2.81,18.46,0,0,834.67,3.53,R097,S00277,HUB07,7,H007
H01142,HS001475,R0076,HUB04,TRK016,cross_dock,rice,1991.8,2025-02-28 22:46:00,2025-02-28 23:32:12,0.54,0.61,0.64,0.23,23.91,0,0,499.37,0.7,R076,S01475,HUB04,4,H004
H01143,HS000815,R0006,HUB04,TRK009,mode_change,vegetables,1524.7,2025-09-18 17:10:00,2025-09-18 18:19:00,0.51,1.0,1.21,0.64,5.85,0,0,474.35,1.08,R006,S00815,HUB04,4,H004
H01144,HS000956,R0034,HUB14,TRK041,cross_dock,pharma,857.1,2025-08-06 00:10:00,2025-08-06 01:56:12,0.9,0.72,0.25,0.87,6.2,0,0,486.62,1.14,R034,S00956,HUB14,14,H014
H01145,HS000379,R0056,HUB17,TRK004,warehouse,rice,322.3,2026-05-29 13:44:00,2026-05-29 17:10:24,0.33,0.66,0.61,3.11,30.48,0,0,481.83,3.52,R056,S00379,HUB17,17,
H01146,HS000887,R0068,HUB09,TRK018,vehicle_change,mango,1680.9,2025-08-08 09:31:00,2025-08-08 11:05:48,0.51,1.13,1.04,1.07,8.71,0,0,419.11,1.32,R068,S00887,HUB09,9,H009
H01147,HS001225,R0045,HUB12,TRK044,warehouse,dairy,577.8,2025-07-06 11:49:00,2025-07-06 15:19:00,2.41,0.89,0.72,1.09,4.89,0,0,779.83,1.67,R045,S01225,HUB12,12,H012
H01148,HS000252,R0019,HUB15,TRK017,mode_change,grains,386.3,2025-11-03 17:25:00,2025-11-03 19:38:48,1.23,0.81,0.17,1.0,29.58,0,0,520.99,1.58,R019,S00252,HUB15,15,H015
H01149,HS000304,R0095,HUB05,TRK011,cross_dock,vegetables,1022.8,2025-06-04 07:10:00,2025-06-04 09:13:36,1.66,0.68,1.29,0.4,4.81,0,0,728.75,0.97,R095,S00304,HUB05,5,H005
H01150,HS000302,R0022,HUB03,TRK039,vehicle_change,pharma,1868.0,2026-04-02 04:21:00,2026-04-02 06:25:48,0.34,0.48,0.23,1.74,4.8,0,0,401.0,1.85,R022,S00302,HUB03,3,H003
H01151,HS000944,R0001,HUB09,TRK025,warehouse,vegetables,775.9,2026-01-18 19:42:00,2026-01-18 23:44:24,1.54,0.18,0.36,2.5,7.09,0,0,773.39,2.76,R001,S00944,HUB09,9,H009
H01152,HS000113,R0003,HUB18,TRK024,mode_change,mango,1595.7,2026-04-30 02:39:00,2026-04-30 04:30:36,1.58,0.64,0.42,0.28,3.67,1,0,512.31,0.84,R003,S00113,HUB18,18,
H01153,HS000816,R0023,HUB09,TRK028,mode_change,pharma,432.6,2025-05-21 03:38:00,2025-05-21 04:47:36,0.27,0.21,0.26,0.89,2.52,0,0,277.16,0.97,R023,S00816,HUB09,9,H009
H01154,HS000686,R0082,HUB09,TRK027,warehouse,rice,1383.2,2025-01-12 17:14:00,2025-01-12 20:11:36,2.07,0.56,0.19,0.89,28.15,0,0,670.57,1.46,R082,S00686,HUB09,9,H009
H01155,HS000567,R0053,HUB20,TRK023,warehouse,rice,461.2,2026-07-17 10:14:00,2026-07-17 11:59:36,1.75,0.74,0.72,0.01,31.59,0,0,476.4,0.65,R053,S00567,HUB20,20,
H01156,HS000282,R0073,HUB16,TRK019,mode_change,dairy,642.8,2026-06-18 11:34:00,2026-06-18 14:18:24,1.83,0.76,1.1,0.91,5.16,0,0,646.22,1.29,R073,S00282,HUB16,16,
H01157,HS001237,R0056,HUB07,TRK042,vehicle_change,rice,1189.3,2026-08-21 05:31:00,2026-08-21 08:23:48,2.45,0.37,0.44,0.43,19.6,0,0,797.64,1.15,R056,S01237,HUB07,7,H007
H01158,HS000540,R0010,HUB10,TRK040,vehicle_change,fish,632.2,2025-08-15 20:22:00,2025-08-15 21:01:36,0.49,0.34,0.24,0.17,1.89,0,0,420.26,0.43,R010,S00540,HUB10,10,H010
H01159,HS000550,R0020,HUB01,TRK013,vehicle_change,fish,1003.6,2026-04-09 20:01:00,2026-04-09 22:24:24,2.17,1.07,0.22,0.22,0.08,0,0,563.53,0.69,R020,S00550,HUB01,1,H001
H01160,HS001146,R0095,HUB17,TRK041,cross_dock,mango,458.3,2025-08-06 23:59:00,2025-08-07 01:43:24,0.42,0.79,0.62,1.32,11.55,0,0,406.74,1.49,R095,S01146,HUB17,17,
H01161,HS000269,R0052,HUB05,TRK013,warehouse,vegetables,288.2,2026-08-02 11:07:00,2026-08-02 14:17:48,2.04,0.98,1.25,1.14,6.84,0,0,706.24,1.67,R052,S00269,HUB05,5,H005
H01162,HS000803,R0004,HUB04,TRK024,vehicle_change,mango,239.1,2026-02-23 08:02:00,2026-02-23 10:33:48,1.2,1.09,1.12,1.33,9.79,0,0,576.57,1.56,R004,S00803,HUB04,4,H004
H01163,HS000873,R0049,HUB12,TRK043,cross_dock,vegetables,1249.9,2026-07-01 23:35:00,2026-07-02 04:34:57,2.45,0.8,0.63,2.5492417251277306,7.3,0,0,980.9,3.11,R049,S00873,HUB12,12,H012
H01164,HS000503,R0027,HUB18,TRK037,mode_change,vegetables,626.4,2025-11-25 12:20:00,2025-11-25 14:37:24,1.65,0.41,0.37,0.64,4.15,0,0,717.88,1.23,R027,S00503,HUB18,18,
H01165,HS001187,R0053,HUB06,TRK006,mode_change,dairy,1993.3,2025-07-13 13:24:00,2025-07-13 17:11:24,1.1,0.88,0.35,2.69,6.83,0,0,646.54,2.87,R053,S01187,HUB06,6,H006
H01166,HS000158,R0068,HUB07,TRK014,mode_change,pharma,70.1,2025-03-22 09:32:00,2025-03-22 10:46:24,0.57,0.64,1.3,0.67,7.66,0,0,349.76,1.07,R068,S00158,HUB07,7,H007
H01167,HS001369,R0028,HUB14,TRK019,warehouse,rice,665.6,2026-02-03 07:54:00,2026-02-03 10:15:00,1.61,1.16,0.22,0.74,21.23,0,0,569.73,1.38,R028,S01369,HUB14,14,H014
H01168,HS001053,R0098,HUB17,TRK016,mode_change,vegetables,1267.2,2025-06-21 01:49:00,2025-06-21 04:37:00,1.95,0.32,0.78,0.85,7.58,0,0,762.22,1.27,R098,S01053,HUB17,17,
H01169,HS000025,R0027,HUB01,TRK029,vehicle_change,rice,785.9,2025-09-29 09:47:00,2025-09-29 11:17:36,1.21,1.0,0.75,0.3,21.04,0,0,510.49,0.9,R027,S00025,HUB01,1,H001
H01170,HS000623,R0034,HUB16,TRK037,vehicle_change,pharma,473.6,2025-04-18 09:05:00,2025-04-18 10:14:00,0.43,1.02,0.85,0.72,6.75,0,0,465.63,0.9,R034,S00623,HUB16,16,
H01171,HS000882,R0100,HUB02,TRK001,cross_dock,grains,1801.8,2026-08-18 10:32:00,2026-08-18 11:30:12,0.25,0.74,0.68,0.72,19.58,0,0,446.15,1.18,R100,S00882,HUB02,2,H002
H01172,HS000869,R0061,HUB05,TRK001,cross_dock,fish,188.9,2025-07-23 15:15:00,2025-07-23 18:18:00,2.44,0.79,0.69,0.61,10.25,1,0,691.61,1.33,R061,S00869,HUB05,5,H005
H01173,HS000631,R0048,HUB05,TRK046,mode_change,vegetables,1510.3,2026-05-24 01:02:00,2026-05-24 03:06:48,1.69,1.05,1.14,0.39,7.45,0,0,622.91,1.09,R048,S00631,HUB05,5,H005
H01174,HS000203,R0059,HUB05,TRK023,mode_change,dairy,303.4,2025-05-16 08:11:00,2025-05-16 13:10:24,2.29,1.05,1.2,2.7,7.24,0,0,956.22,3.5,R059,S00203,HUB05,5,H005
H01175,HS000682,R0046,HUB12,TRK029,mode_change,vegetables,968.2,2025-04-18 04:00:00,2025-04-18 07:47:24,1.61,1.15,0.31,2.18,1.28,1,0,633.44,2.48,R046,S00682,HUB12,12,H012
H01176,HS000556,R0076,HUB11,TRK024,mode_change,mango,1986.9,2025-12-21 20:49:00,2025-12-21 21:14:48,0.33,0.19,1.29,0.1,8.4,0,0,436.35,0.55,R076,S00556,HUB11,11,H011
H01177,HS001253,R0094,HUB07,TRK045,vehicle_change,dairy,1128.3,2025-06-21 19:06:00,2025-06-21 20:58:12,0.8,0.79,0.58,1.07,3.72,0,0,602.04,1.41,R094,S01253,HUB07,7,H007
H01178,HS000532,R0060,HUB01,TRK024,cross_dock,vegetables,1949.9,2025-09-08 06:53:00,2025-09-08 08:41:36,1.68,0.22,0.21,0.13,6.47,0,0,557.51,0.63,R060,S00532,HUB01,1,H001
H01179,HS001084,R0074,HUB10,TRK011,vehicle_change,dairy,305.3,2025-06-30 15:20:00,2025-06-30 18:34:24,1.2,0.56,0.27,2.04,7.68,0,0,560.01,2.69,R074,S01084,HUB10,10,H010
H01180,HS001490,R0014,HUB05,TRK004,mode_change,vegetables,1149.1,2026-02-10 14:11:00,2026-02-10 15:53:36,1.23,0.77,1.28,0.48,7.89,0,0,509.7,0.68,R014,S01490,HUB05,5,H005
H01181,HS000122,R0039,HUB12,TRK009,mode_change,pharma,1116.9,2026-05-09 19:51:00,2026-05-09 20:29:24,0.29,1.07,0.95,0.35,6.45,0,0,295.51,0.5,R039,S00122,HUB12,12,H012
H01182,HS000824,R0100,HUB16,TRK002,vehicle_change,dairy,425.3,2025-08-19 21:23:00,2025-08-19 23:45:48,1.38,1.02,0.75,1.0,6.9,0,0,690.69,1.31,R100,S00824,HUB16,16,
H01183,HS000957,R0027,HUB14,TRK016,vehicle_change,pharma,476.0,2026-02-28 04:03:00,2026-02-28 04:55:48,0.62,0.99,0.21,0.26,5.88,0,0,377.91,0.53,R027,S00957,HUB14,14,H014
H01184,HS000427,R0078,HUB04,TRK033,cross_dock,pharma,1673.5,2026-06-06 11:50:00,2026-06-06 14:53:00,1.21,1.16,0.82,1.84,5.34,0,0,673.35,2.38,R078,S00427,HUB04,4,H004
H01185,HS000873,R0047,HUB20,TRK002,vehicle_change,vegetables,1847.9,2025-05-27 07:31:00,2025-05-27 09:28:00,0.6,0.55,0.54,1.35,5.16,0,0,600.33,1.51,R047,S00873,HUB20,20,
H01186,HS001310,R0028,HUB03,TRK003,cross_dock,vegetables,1534.3,2025-03-11 18:04:00,2025-03-11 21:57:29,1.57,0.48,0.48,2.321512190477198,6.55,0,0,840.09,2.8,R028,S01310,HUB03,3,H003
H01187,HS000468,R0093,HUB19,TRK012,mode_change,vegetables,751.4,2026-08-03 12:01:00,2026-08-03 15:04:00,2.26,0.53,0.72,0.79,4.5,0,0,819.23,1.39,R093,S00468,HUB19,19,
H01188,HS000627,R0045,HUB08,TRK024,cross_dock,dairy,1523.7,2025-11-16 20:10:00,2025-11-16 22:47:12,2.26,0.7,0.18,0.36,3.7,0,0,781.15,0.7,R045,S00627,HUB08,8,H008
H01189,HS000317,R0010,HUB17,TRK046,warehouse,pharma,1570.1,2025-07-22 15:03:00,2025-07-22 16:04:12,0.25,1.01,0.91,0.77,3.93,0,0,266.84,1.25,R010,S00317,HUB17,17,
H01190,HS000615,R0094,HUB08,TRK026,mode_change,dairy,645.2,2026-08-13 21:42:00,2026-08-14 00:26:24,2.1,0.33,0.91,0.64,2.12,0,0,755.8,1.16,R094,S00615,HUB08,8,H008
H01191,HS001324,R0027,HUB10,TRK049,vehicle_change,mango,1892.3,2026-01-02 14:18:00,2026-01-02 15:09:36,0.47,1.07,0.36,0.39,8.65,0,0,507.89,0.59,R027,S01324,HUB10,10,H010
H01192,HS000084,R0084,HUB14,TRK029,warehouse,dairy,1134.5,2025-09-14 11:30:00,2025-09-14 14:36:36,2.49,0.19,0.84,0.62,3.51,0,0,842.95,1.07,R084,S00084,HUB14,14,H014
H01193,HS000029,R0055,HUB02,TRK016,warehouse,rice,1254.8,2025-01-30 04:17:00,2025-01-30 05:44:00,1.19,0.4,0.94,0.26,23.46,0,0,565.78,0.89,R055,S00029,HUB02,2,H002
H01194,HS000515,R0039,HUB09,TRK003,warehouse,vegetables,206.9,2025-09-06 05:46:00,2025-09-06 08:25:36,1.5,0.16,0.24,1.16,5.05,0,0,640.72,1.76,R039,S00515,HUB09,9,H009
H01195,HS001146,R0027,HUB09,TRK039,mode_change,vegetables,1290.1,2025-02-18 12:21:00,2025-02-18 14:58:48,2.36,0.16,0.74,0.27,6.27,0,0,729.28,0.65,R027,S01146,HUB09,9,H009
H01196,HS000047,R0005,HUB08,TRK012,warehouse,grains,131.4,2025-10-25 15:04:00,2025-10-25 15:32:12,0.46,0.17,0.4,0.01,24.26,0,0,393.12,0.3,R005,S00047,HUB08,8,H008
H01197,HS001419,R0091,HUB07,TRK036,warehouse,mango,413.7,2025-05-29 01:21:00,2025-05-29 03:17:24,1.85,1.09,1.25,0.09,11.45,0,0,712.39,0.43,R091,S01419,HUB07,7,H007
H01198,HS000741,R0055,HUB05,TRK029,cross_dock,vegetables,1426.2,2025-07-24 06:17:00,2025-07-24 08:22:24,0.75,0.34,0.41,1.34,4.24,0,0,624.36,1.65,R055,S00741,HUB05,5,H005
H01199,HS000639,R0052,HUB07,TRK049,cross_dock,rice,572.7,2026-04-22 13:05:00,2026-04-22 15:47:36,1.92,0.89,1.22,0.79,22.26,0,0,687.39,1.26,R052,S00639,HUB07,7,H007
H01200,HS000817,R0050,HUB07,TRK004,cross_dock,fish,1863.3,2025-01-19 17:06:00,2025-01-19 17:57:00,0.73,0.98,0.25,0.12,3.74,0,0,467.61,0.66,R050,S00817,HUB07,7,H007
H01201,HS000541,R0030,HUB17,TRK033,vehicle_change,vegetables,208.8,2026-02-19 13:48:00,2026-02-19 16:25:12,1.47,0.77,0.87,1.15,7.86,0,0,564.14,1.41,R030,S00541,HUB17,17,
H01202,HS000519,R0091,HUB13,TRK009,mode_change,pharma,1021.3,2025-01-25 05:44:00,2025-01-25 07:54:12,0.91,0.76,0.71,1.26,7.38,0,0,454.36,1.74,R091,S00519,HUB13,13,H013
H01203,HS000927,R0004,HUB16,TRK003,warehouse,pharma,1362.4,2025-09-06 02:45:00,2025-09-06 03:41:24,0.21,0.39,0.27,0.73,2.11,0,0,249.54,1.04,R004,S00927,HUB16,16,
H01204,HS000478,R0016,HUB08,TRK046,cross_dock,mango,1589.5,2026-01-21 16:12:00,2026-01-21 17:07:12,0.92,0.22,0.45,0.0,8.81,0,0,393.77,0.28,R016,S00478,HUB08,8,H008
H01205,HS000673,R0033,HUB14,TRK027,warehouse,pharma,750.4,2026-04-26 22:32:00,2026-04-26 23:52:24,0.67,0.39,0.88,0.67,7.71,0,0,357.04,0.9,R033,S00673,HUB14,14,H014
H01206,HS001356,R0091,HUB11,TRK010,vehicle_change,pharma,1546.2,2026-06-19 18:52:00,2026-06-19 20:26:48,1.45,1.12,0.31,0.13,2.38,0,0,588.87,0.84,R091,S01356,HUB11,11,H011
H01207,HS000783,R0072,HUB01,TRK047,mode_change,pharma,365.7,2025-09-25 22:11:00,2025-09-25 23:17:36,0.7,0.87,1.04,0.41,2.67,0,0,510.09,0.57,R072,S00783,HUB01,1,H001
H01208,HS000322,R0056,HUB02,TRK021,warehouse,vegetables,1244.1,2025-01-19 01:17:00,2025-01-19 05:09:48,1.79,0.45,0.82,2.09,7.86,0,0,640.25,2.79,R056,S00322,HUB02,2,H002
H01209,HS001392,R0083,HUB05,TRK014,cross_dock,vegetables,1079.8,2026-02-02 23:21:00,2026-02-02 23:38:24,0.2,0.63,0.93,0.09,6.86,0,0,199.17,0.28,R083,S01392,HUB05,5,H005
H01210,HS001359,R0079,HUB09,TRK014,vehicle_change,vegetables,791.6,2025-09-07 07:05:00,2025-09-07 09:21:12,2.16,0.69,0.55,0.11,6.82,0,0,739.18,0.9,R079,S01359,HUB09,9,H009
H01211,HS000643,R0073,HUB06,TRK049,vehicle_change,fish,1168.7,2025-05-05 10:34:00,2025-05-05 14:10:36,2.28,0.56,0.27,1.33,0.76,0,0,782.81,1.75,R073,S00643,HUB06,6,H006
H01212,HS001440,R0082,HUB09,TRK016,mode_change,vegetables,1712.5,2026-03-04 01:59:00,2026-03-04 04:28:24,1.55,0.79,0.74,0.94,7.49,0,0,643.73,1.63,R082,S01440,HUB09,9,H009
H01213,HS000330,R0080,HUB14,TRK010,vehicle_change,pharma,690.7,2026-08-22 21:44:00,2026-08-22 22:59:36,1.13,0.32,0.38,0.13,7.9,0,0,404.53,0.62,R080,S00330,HUB14,14,H014
H01214,HS000221,R0004,HUB10,TRK027,vehicle_change,rice,457.2,2025-12-06 20:03:00,2025-12-06 22:54:00,2.37,1.03,0.88,0.48,25.5,0,0,774.19,0.91,R004,S00221,HUB10,10,H010
H01215,HS000457,R0076,HUB16,TRK039,vehicle_change,grains,679.7,2026-04-27 00:42:00,2026-04-27 01:32:24,0.52,1.08,0.86,0.32,23.16,0,0,516.42,0.4,R076,S00457,HUB16,16,
H01216,HS000385,R0077,HUB09,TRK034,mode_change,mango,425.5,2025-10-18 07:43:00,2025-10-18 09:33:24,1.6,0.36,1.14,0.24,11.77,0,0,677.9,0.89,R077,S00385,HUB09,9,H009
H01217,HS001051,R0095,HUB07,TRK006,cross_dock,pharma,956.5,2026-01-08 02:25:00,2026-01-08 04:38:48,1.12,1.04,0.53,1.11,4.52,0,0,680.34,1.46,R095,S01051,HUB07,7,H007
H01218,HS001295,R0079,HUB17,TRK043,cross_dock,dairy,1571.8,2025-04-01 01:17:00,2025-04-01 03:02:00,1.21,0.55,0.3,0.54,7.89,0,0,417.46,1.17,R079,S01295,HUB17,17,
H01219,HS001126,R0042,HUB09,TRK014,vehicle_change,fish,755.2,2025-08-06 13:44:00,2025-08-06 15:52:24,2.08,0.94,0.88,0.06,0.59,0,0,714.34,0.75,R042,S01126,HUB09,9,H009
H01220,HS000645,R0059,HUB19,TRK022,vehicle_change,dairy,1448.2,2025-10-12 01:29:00,2025-10-12 03:11:36,0.78,0.41,0.42,0.93,5.94,0,0,400.53,1.32,R059,S00645,HUB19,19,
H01221,HS000135,R0068,HUB13,TRK023,vehicle_change,dairy,471.8,2025-06-18 02:24:00,2025-06-18 04:01:48,1.61,1.1,0.91,0.02,3.8,0,0,631.46,0.51,R068,S00135,HUB13,13,H013
H01222,HS000934,R0078,HUB05,TRK049,cross_dock,dairy,458.2,2025-02-04 06:17:00,2025-02-04 08:29:36,2.09,0.44,1.2,0.12,6.56,0,0,679.82,0.78,R078,S00934,HUB05,5,H005
H01223,HS000748,R0096,HUB18,TRK022,mode_change,fish,361.5,2026-07-01 12:15:00,2026-07-01 14:10:48,1.72,0.64,0.37,0.21,0.68,0,0,709.35,0.88,R096,S00748,HUB18,18,
H01224,HS000444,R0026,HUB02,TRK045,cross_dock,pharma,1306.4,2025-08-12 21:29:00,2025-08-12 22:23:36,0.57,0.25,0.47,0.34,6.83,0,0,388.31,0.43,R026,S00444,HUB02,2,H002
H01225,HS000824,R0062,HUB04,TRK014,cross_dock,pharma,455.2,2026-07-18 01:58:00,2026-07-18 03:40:36,1.14,1.09,1.13,0.57,4.47,0,0,587.52,0.94,R062,S00824,HUB04,4,H004
H01226,HS000834,R0051,HUB20,TRK013,warehouse,grains,1502.9,2025-11-24 15:51:00,2025-11-24 17:03:00,0.98,1.12,0.49,0.22,24.73,0,0,430.89,0.61,R051,S00834,HUB20,20,
H01227,HS000803,R0025,HUB09,TRK047,warehouse,grains,109.7,2025-02-24 19:23:00,2025-02-24 20:55:24,1.11,0.99,0.65,0.43,20.86,0,0,544.39,0.83,R025,S00803,HUB09,9,H009
H01228,HS000374,R0030,HUB08,TRK024,warehouse,grains,1418.9,2026-03-08 10:48:00,2026-03-08 12:59:24,2.05,0.15,0.22,0.14,24.78,0,0,775.85,0.85,R030,S00374,HUB08,8,H008
H01229,HS000976,R0068,HUB03,TRK032,vehicle_change,mango,1562.6,2026-04-24 17:57:00,2026-04-24 18:43:48,0.77,0.91,0.98,0.01,11.75,0,0,499.01,0.6,R068,S00976,HUB03,3,H003
