shipment_id,product_type,weight_kg,transport_mode,base_transit_hr,required_min_temp_c,required_max_temp_c,pickup_hour,delivery_deadline_hr,transfer_count,rain_flag,congestion_index,historical_route_reliability,assigned_vehicle_id,assigned_route_id,assigned_vehicle_type,vehicle_capacity_kg,vehicle_temp_min_c,vehicle_temp_max_c,vehicle_reliability_feature,vehicle_temperature_control_score,route_avg_transit_hr,route_reliability_feature,route_temperature_stability,route_weather_sensitivity,route_base_cost_inr,route_typical_transfer_count,historical_handling_time_hours,historical_congestion_level,historical_weather_condition,historical_peak_period,delayed
HS002861,Spices,187,road,20.95,15,30,12,38.5,1,0,0.932,0.813,,,,,,,,,,0.813,,,,,,,,,1
HS002862,Flowers,333,road,4.72,2,8,0,11.4,0,0,0.614,0.911,,,,,,,,,,0.911,,,,,,,,,0
HS002863,Packaged Food,599,road,6.79,15,30,17,22.6,0,0,0.177,0.887,,,,,,,,,,0.887,,,,,,,,,0
HS002864,Dairy,282,road,13.87,2,8,19,31.4,1,0,0.838,0.839,,,,,,,,,,0.839,,,,,,,,,1
HS002865,Leafy Vegetables,585,road,10.46,2,8,5,21.8,1,0,0.814,0.968,,,,,,,,,,0.968,,,,,,,,,1
HS002866,Leafy Vegetables,373,road,2.28,2,8,22,24.4,0,1,0.863,0.795,,,,,,,,,,0.795,,,,,,,,,1
HS002867,Fish,454,local,10.81,-2,4,5,19.9,0,0,0.586,0.903,,,,,,,,,,0.903,,,,,,,,,0
HS002868,Leafy Vegetables,740,rail,1.99,2,8,0,16.7,0,0,0.592,0.748,,,,,,,,,,0.748,,,,,,,,,0
HS002869,Flowers,302,road,13.51,2,8,19,20.2,0,0,0.848,0.833,,,,,,,,,,0.833,,,,,,,,,1
HS002870,Rice,136,rail,6.09,15,30,15,24.7,1,0,0.626,0.915,,,,,,,,,,0.915,,,,,,,,,0
HS002871,Spices,294,road,2.28,15,30,21,8.7,1,0,0.002,0.84,,,,,,,,,,0.84,,,,,,,,,0
HS002872,Tomato,205,rail,5.12,8,13,22,9.4,1,0,0.668,0.866,,,,,,,,,,0.866,,,,,,,,,1
HS002873,Dairy,88,road,1.51,2,8,10,12.2,0,0,0.946,0.839,,,,,,,,,,0.839,,,,,,,,,0
HS002874,Tomato,327,rail,5.92,8,13,21,20.9,1,0,0.529,0.776,,,,,,,,,,0.776,,,,,,,,,1
HS002875,Mango,398,road,9.35,8,12,9,28.0,1,1,0.154,0.938,,,,,,,,,,0.938,,,,,,,,,1
HS002876,Pharmaceuticals,680,rail,2.88,2,8,22,19.0,0,0,0.996,0.886,,,,,,,,,,0.886,,,,,,,,,1
HS002877,Fish,167,road,9.7,-2,4,20,21.8,1,1,0.469,0.906,,,,,,,,,,0.906,,,,,,,,,0
HS002878,Flowers,371,road,5.87,2,8,4,9.9,1,0,0.339,0.957,,,,,,,,,,0.957,,,,,,,,,0
HS002879,Mango,729,road,17.7,8,12,14,25.0,0,0,0.897,0.893,,,,,,,,,,0.893,,,,,,,,,1
HS002880,Packaged Food,241,road,3.67,15,30,4,12.0,0,0,0.681,0.736,,,,,,,,,,0.736,,,,,,,,,0
HS002881,Packaged Food,496,road,5.01,15,30,8,24.1,0,1,0.443,0.877,,,,,,,,,,0.877,,,,,,,,,0
HS002882,Dairy,989,road,21.08,2,8,10,43.6,1,0,0.372,0.846,,,,,,,,,,0.846,,,,,,,,,1
HS002883,Spices,104,road,8.31,15,30,4,16.7,0,0,0.892,0.775,,,,,,,,,,0.775,,,,,,,,,0
HS002884,Tomato,418,road,8.41,8,13,19,15.1,0,0,0.316,0.868,,,,,,,,,,0.868,,,,,,,,,0
HS002885,Flowers,745,road,20.76,2,8,8,29.1,1,0,0.447,0.888,,,,,,,,,,0.888,,,,,,,,,1
HS002886,Spices,279,road,5.12,15,30,5,20.2,0,0,0.403,0.86,,,,,,,,,,0.86,,,,,,,,,0
HS002887,Rice,862,road,3.12,15,30,23,18.5,0,1,0.971,0.758,,,,,,,,,,0.758,,,,,,,,,0
HS002888,Rice,529,road,4.72,15,30,22,23.8,0,0,0.878,0.879,,,,,,,,,,0.879,,,,,,,,,0
HS002889,Dairy,1105,local,4.99,2,8,14,12.1,0,0,0.697,0.726,,,,,,,,,,0.726,,,,,,,,,0
HS002890,Rice,511,road,5.12,15,30,5,10.4,1,1,0.587,0.76,,,,,,,,,,0.76,,,,,,,,,0
HS002891,Pharmaceuticals,1167,rail,7.58,2,8,13,17.3,0,1,0.5,0.92,,,,,,,,,,0.92,,,,,,,,,1
HS002892,Banana,425,road,8.5,12,15,2,13.9,0,0,0.105,0.842,,,,,,,,,,0.842,,,,,,,,,0
HS002893,Mango,144,road,1.51,8,12,9,24.1,0,1,0.898,0.868,,,,,,,,,,0.868,,,,,,,,,0
HS002894,Rice,232,road,26.22,15,30,11,45.3,0,0,0.977,0.805,,,,,,,,,,0.805,,,,,,,,,1
HS002895,Frozen Food,678,road,11.18,-20,-15,8,33.4,1,1,0.742,0.862,,,,,,,,,,0.862,,,,,,,,,1
HS002896,Dairy,670,local,13.89,2,8,12,29.9,0,0,0.286,0.729,,,,,,,,,,0.729,,,,,,,,,1
HS002897,Spices,286,road,5.87,15,30,21,19.0,1,1,0.391,0.726,,,,,,,,,,0.726,,,,,,,,,0
HS002898,Frozen Food,1131,road,8.5,-20,-15,4,23.7,1,1,0.812,0.946,,,,,,,,,,0.946,,,,,,,,,1
HS002899,Leafy Vegetables,278,rail,7.16,2,8,16,19.0,1,0,0.835,0.792,,,,,,,,,,0.792,,,,,,,,,1
HS002900,Leafy Vegetables,473,rail,2.79,2,8,11,14.9,0,1,0.306,0.921,,,,,,,,,,0.921,,,,,,,,,0
HS002901,Fish,464,road,10.48,-2,4,12,32.2,0,0,0.68,0.849,,,,,,,,,,0.849,,,,,,,,,1
HS002902,Flowers,147,road,5.52,2,8,5,10.5,0,1,0.944,0.739,,,,,,,,,,0.739,,,,,,,,,1
HS002903,Fish,326,local,24.44,-2,4,14,39.1,0,0,0.736,0.736,,,,,,,,,,0.736,,,,,,,,,1
HS002904,Dairy,1644,road,6.98,2,8,19,16.2,0,1,0.408,0.736,,,,,,,,,,0.736,,,,,,,,,0
HS002905,Flowers,192,road,8.21,2,8,15,14.6,1,0,0.502,0.846,,,,,,,,,,0.846,,,,,,,,,0
HS002906,Pharmaceuticals,525,rail,12.1,2,8,19,28.1,0,0,0.767,0.803,,,,,,,,,,0.803,,,,,,,,,1
HS002907,Rice,165,local,24.44,15,30,0,37.5,0,1,0.03,0.964,,,,,,,,,,0.964,,,,,,,,,1
HS002908,Mango,191,local,14.26,8,12,19,23.6,0,1,0.873,0.747,,,,,,,,,,0.747,,,,,,,,,1
HS002909,Flowers,140,road,11.45,2,8,21,20.9,0,0,0.148,0.819,,,,,,,,,,0.819,,,,,,,,,1
HS002910,Dairy,645,rail,3.05,2,8,13,8.0,3,0,0.889,0.723,,,,,,,,,,0.723,,,,,,,,,0
HS002911,Mango,199,road,8.5,8,12,11,22.3,1,0,0.993,0.873,,,,,,,,,,0.873,,,,,,,,,0
HS002912,Pharmaceuticals,798,rail,9.13,2,8,9,31.0,2,0,0.051,0.744,,,,,,,,,,0.744,,,,,,,,,1
HS002913,Pharmaceuticals,248,rail,18.45,2,8,6,28.1,0,1,0.962,0.89,,,,,,,,,,0.89,,,,,,,,,1
HS002914,Dairy,380,road,6.98,2,8,13,27.8,0,0,0.227,0.9,,,,,,,,,,0.9,,,,,,,,,0
HS002915,Rice,457,road,1.12,15,30,22,24.8,1,1,0.466,0.967,,,,,,,,,,0.967,,,,,,,,,0
HS002916,Leafy Vegetables,122,rail,9.99,2,8,23,27.0,0,0,0.083,0.775,,,,,,,,,,0.775,,,,,,,,,1
HS002917,Tomato,400,road,10.48,8,13,22,26.5,0,0,0.232,0.884,,,,,,,,,,0.884,,,,,,,,,1
HS002918,Leafy Vegetables,439,local,16.76,2,8,0,22.9,1,1,0.245,0.796,,,,,,,,,,0.796,,,,,,,,,0
HS002919,Leafy Vegetables,734,rail,9.99,2,8,7,23.0,2,0,0.186,0.796,,,,,,,,,,0.796,,,,,,,,,1
HS002920,Pharmaceuticals,188,rail,5.92,2,8,9,25.0,0,0,0.846,0.934,,,,,,,,,,0.934,,,,,,,,,0
HS002921,Rice,206,road,15.91,15,30,23,21.7,0,0,0.976,0.943,,,,,,,,,,0.943,,,,,,,,,1
HS002922,Flowers,537,rail,6.6,2,8,2,22.0,0,0,0.305,0.787,,,,,,,,,,0.787,,,,,,,,,0
HS002923,Banana,877,rail,1.32,12,15,3,8.9,2,0,0.739,0.87,,,,,,,,,,0.87,,,,,,,,,0
HS002924,Leafy Vegetables,238,road,6.79,2,8,9,24.7,0,0,0.152,0.905,,,,,,,,,,0.905,,,,,,,,,0
HS002925,Banana,157,road,8.68,12,15,12,15.6,1,1,0.945,0.805,,,,,,,,,,0.805,,,,,,,,,0
HS002926,Pharmaceuticals,285,rail,10.45,2,8,1,24.1,0,0,0.697,0.758,,,,,,,,,,0.758,,,,,,,,,1
HS002927,Tomato,181,road,13.87,8,13,14,35.2,0,0,0.7,0.924,,,,,,,,,,0.924,,,,,,,,,0
HS002928,Dairy,453,road,9.7,2,8,17,20.7,0,1,0.247,0.851,,,,,,,,,,0.851,,,,,,,,,0
HS002929,Rice,173,road,7.55,15,30,8,19.1,0,1,0.525,0.789,,,,,,,,,,0.789,,,,,,,,,1
HS002930,Pharmaceuticals,659,road,3.56,2,8,10,15.3,0,0,0.407,0.727,,,,,,,,,,0.727,,,,,,,,,0
HS002931,Tomato,402,road,8.68,8,13,23,32.4,0,1,0.868,0.934,,,,,,,,,,0.934,,,,,,,,,0
HS002932,Leafy Vegetables,672,road,8.67,2,8,8,27.0,0,0,0.656,0.831,,,,,,,,,,0.831,,,,,,,,,0
HS002933,Frozen Food,72,road,5.69,-20,-15,8,25.1,1,0,0.28,0.859,,,,,,,,,,0.859,,,,,,,,,1
HS002934,Fish,112,rail,3.46,-2,4,14,22.0,2,0,0.104,0.754,,,,,,,,,,0.754,,,,,,,,,0
HS002935,Mango,811,road,8.5,8,12,17,15.8,0,0,0.807,0.741,,,,,,,,,,0.741,,,,,,,,,0
HS002936,Spices,219,road,14.79,15,30,11,23.5,1,0,0.066,0.809,,,,,,,,,,0.809,,,,,,,,,1
HS002937,Dairy,135,road,8.64,2,8,17,27.3,0,0,0.462,0.777,,,,,,,,,,0.777,,,,,,,,,0
HS002938,Dairy,307,road,7.56,2,8,3,22.4,0,0,0.648,0.729,,,,,,,,,,0.729,,,,,,,,,1
HS002939,Banana,410,road,8.67,12,15,14,23.0,0,0,0.601,0.764,,,,,,,,,,0.764,,,,,,,,,0
HS002940,Leafy Vegetables,316,rail,2.72,2,8,10,10.6,2,0,0.12,0.883,,,,,,,,,,0.883,,,,,,,,,0
HS002941,Leafy Vegetables,474,rail,6.6,2,8,4,15.7,1,0,0.647,0.783,,,,,,,,,,0.783,,,,,,,,,0
HS002942,Tomato,434,road,4.82,8,13,1,12.1,0,0,0.24,0.961,,,,,,,,,,0.961,,,,,,,,,0
HS002943,Fish,420,road,6.76,-2,4,1,25.2,0,0,0.557,0.945,,,,,,,,,,0.945,,,,,,,,,0
HS002944,Dairy,841,rail,22.88,2,8,22,35.0,1,0,0.249,0.806,,,,,,,,,,0.806,,,,,,,,,0
HS002945,Spices,347,local,16.76,15,30,18,38.2,0,0,0.387,0.918,,,,,,,,,,0.918,,,,,,,,,0
HS002946,Packaged Food,340,local,7.56,15,30,13,26.6,0,0,0.746,0.765,,,,,,,,,,0.765,,,,,,,,,1
HS002947,Tomato,590,local,8.34,8,13,9,16.0,0,0,0.254,0.836,,,,,,,,,,0.836,,,,,,,,,0
HS002948,Mango,501,road,4.73,8,12,3,12.7,0,1,0.852,0.827,,,,,,,,,,0.827,,,,,,,,,1
HS002949,Rice,195,rail,18.12,15,30,11,31.1,1,0,0.454,0.938,,,,,,,,,,0.938,,,,,,,,,1
HS002950,Packaged Food,330,road,20.95,15,30,21,33.0,2,0,0.992,0.821,,,,,,,,,,0.821,,,,,,,,,1
HS002951,Spices,465,road,3.67,15,30,6,13.0,0,0,0.61,0.761,,,,,,,,,,0.761,,,,,,,,,0
HS002952,Mango,239,rail,5.12,8,12,8,20.5,1,0,0.16,0.895,,,,,,,,,,0.895,,,,,,,,,0
HS002953,Tomato,247,road,10.71,8,13,2,24.3,0,0,0.749,0.88,,,,,,,,,,0.88,,,,,,,,,1
HS002954,Mango,142,road,7.56,8,12,10,12.7,1,0,0.61,0.801,,,,,,,,,,0.801,,,,,,,,,0
HS002955,Rice,54,road,17.08,15,30,0,27.8,1,0,0.118,0.905,,,,,,,,,,0.905,,,,,,,,,1
HS002956,Fish,274,road,8.64,-2,4,7,21.2,0,0,0.068,0.88,,,,,,,,,,0.88,,,,,,,,,0
HS002957,Dairy,380,road,8.21,2,8,16,17.1,0,0,0.825,0.759,,,,,,,,,,0.759,,,,,,,,,0
HS002958,Fish,172,road,17.08,-2,4,3,22.3,0,0,0.487,0.771,,,,,,,,,,0.771,,,,,,,,,1
HS002959,Tomato,857,road,17.08,8,13,23,27.4,1,0,0.694,0.886,,,,,,,,,,0.886,,,,,,,,,1
HS002960,Fish,177,road,13.51,-2,4,9,18.2,1,0,0.501,0.87,,,,,,,,,,0.87,,,,,,,,,0
HS002961,Mango,633,road,5.47,8,12,3,17.9,0,0,0.828,0.729,,,,,,,,,,0.729,,,,,,,,,0
HS002962,Frozen Food,459,road,1.51,-20,-15,12,22.9,0,0,0.161,0.784,,,,,,,,,,0.784,,,,,,,,,0
HS002963,Flowers,1440,rail,13.89,2,8,8,24.9,1,1,0.111,0.743,,,,,,,,,,0.743,,,,,,,,,1
HS002964,Pharmaceuticals,497,road,9.26,2,8,7,15.3,0,0,0.389,0.964,,,,,,,,,,0.964,,,,,,,,,0
HS002965,Leafy Vegetables,137,rail,8.2,2,8,7,16.9,2,0,0.52,0.841,,,,,,,,,,0.841,,,,,,,,,1
HS002966,Rice,695,local,13.14,15,30,18,34.8,1,0,0.62,0.847,,,,,,,,,,0.847,,,,,,,,,0
HS002967,Pharmaceuticals,1055,local,11.44,2,8,17,22.4,1,1,0.236,0.757,,,,,,,,,,0.757,,,,,,,,,0
HS002968,Banana,111,road,24.42,12,15,12,39.5,0,0,0.758,0.837,,,,,,,,,,0.837,,,,,,,,,1
HS002969,Banana,530,rail,4.12,12,15,14,23.5,1,0,0.735,0.961,,,,,,,,,,0.961,,,,,,,,,0
HS002970,Frozen Food,612,road,8.41,-20,-15,19,16.6,1,1,0.491,0.936,,,,,,,,,,0.936,,,,,,,,,0
HS002971,Tomato,305,local,13.82,8,13,6,31.4,1,0,0.472,0.84,,,,,,,,,,0.84,,,,,,,,,1
HS002972,Mango,73,road,6.79,8,12,18,29.5,0,0,0.718,0.94,,,,,,,,,,0.94,,,,,,,,,0
HS002973,Banana,289,road,11.18,12,15,5,24.1,1,0,0.997,0.825,,,,,,,,,,0.825,,,,,,,,,0
HS002974,Banana,240,road,14.79,12,15,7,35.9,0,0,0.378,0.873,,,,,,,,,,0.873,,,,,,,,,1
HS002975,Dairy,946,rail,18.12,2,8,12,31.3,0,0,0.274,0.816,,,,,,,,,,0.816,,,,,,,,,0
HS002976,Fish,330,rail,8.51,-2,4,20,28.8,3,1,0.48,0.89,,,,,,,,,,0.89,,,,,,,,,0
HS002977,Banana,268,road,2.69,12,15,3,9.0,0,0,0.246,0.895,,,,,,,,,,0.895,,,,,,,,,0
HS002978,Pharmaceuticals,239,road,11.98,2,8,11,29.1,0,0,0.06,0.746,,,,,,,,,,0.746,,,,,,,,,1
HS002979,Tomato,433,rail,12.1,8,13,10,34.4,0,0,0.953,0.945,,,,,,,,,,0.945,,,,,,,,,1
HS002980,Leafy Vegetables,363,local,10.86,2,8,13,16.6,1,0,0.352,0.783,,,,,,,,,,0.783,,,,,,,,,1
HS002981,Tomato,209,road,8.21,8,13,11,24.1,0,0,0.511,0.91,,,,,,,,,,0.91,,,,,,,,,0
HS002982,Rice,416,rail,12.1,15,30,2,34.6,0,0,0.103,0.956,,,,,,,,,,0.956,,,,,,,,,1
HS002983,Packaged Food,244,road,3.56,15,30,8,23.6,1,0,0.736,0.793,,,,,,,,,,0.793,,,,,,,,,0
HS002984,Dairy,65,road,5.52,2,8,22,25.4,0,0,0.481,0.964,,,,,,,,,,0.964,,,,,,,,,0
HS002985,Mango,540,road,13.87,8,12,6,35.0,0,0,0.178,0.914,,,,,,,,,,0.914,,,,,,,,,1
HS002986,Tomato,508,rail,7.26,8,13,15,15.9,2,0,0.264,0.903,,,,,,,,,,0.903,,,,,,,,,0
HS002987,Banana,399,road,10.8,12,15,14,23.4,0,0,0.616,0.746,,,,,,,,,,0.746,,,,,,,,,1
HS002988,Rice,263,rail,7.16,15,30,21,11.2,0,0,0.862,0.836,,,,,,,,,,0.836,,,,,,,,,0
HS002989,Mango,334,road,9.39,8,12,10,26.9,1,0,0.108,0.838,,,,,,,,,,0.838,,,,,,,,,0
HS002990,Packaged Food,596,road,1.12,15,30,21,17.5,1,0,0.188,0.944,,,,,,,,,,0.944,,,,,,,,,0
HS002991,Fish,232,road,17.08,-2,4,13,37.2,0,0,0.863,0.843,,,,,,,,,,0.843,,,,,,,,,1
HS002992,Dairy,612,rail,7.42,2,8,2,28.8,1,1,0.732,0.816,,,,,,,,,,0.816,,,,,,,,,0
HS002993,Rice,134,road,19.89,15,30,2,33.0,0,0,0.927,0.826,,,,,,,,,,0.826,,,,,,,,,0
HS002994,Mango,390,road,11.18,8,12,0,29.7,0,0,0.158,0.961,,,,,,,,,,0.961,,,,,,,,,0
HS002995,Rice,356,road,7.15,15,30,21,12.0,0,0,0.656,0.873,,,,,,,,,,0.873,,,,,,,,,0
HS002996,Mango,672,road,17.89,8,12,16,31.5,3,1,0.232,0.845,,,,,,,,,,0.845,,,,,,,,,1
HS002997,Rice,193,road,9.7,15,30,0,22.7,0,1,0.303,0.911,,,,,,,,,,0.911,,,,,,,,,0
HS002998,Dairy,207,road,4.72,2,8,5,12.8,0,0,0.539,0.79,,,,,,,,,,0.79,,,,,,,,,0
HS002999,Mango,141,road,5.01,8,12,13,12.2,1,0,0.383,0.934,,,,,,,,,,0.934,,,,,,,,,0
HS003000,Rice,242,road,2.28,15,30,11,25.3,0,0,0.568,0.876,,,,,,,,,,0.876,,,,,,,,,0
HS003001,Mango,413,road,8.96,8,12,14,29.1,1,0,0.384,0.786,,,,,,,,,,0.786,,,,,,,,,0
HS003002,Banana,109,road,8.26,12,15,15,29.8,0,0,0.753,0.744,,,,,,,,,,0.744,,,,,,,,,0
HS003003,Rice,262,road,10.48,15,30,21,29.7,0,0,0.236,0.846,,,,,,,,,,0.846,,,,,,,,,0
HS003004,Dairy,521,road,20.95,2,8,0,33.3,0,0,0.072,0.911,,,,,,,,,,0.911,,,,,,,,,1
HS003005,Spices,327,road,20.76,15,30,14,26.6,1,0,0.784,0.802,,,,,,,,,,0.802,,,,,,,,,1
HS003006,Frozen Food,368,road,17.89,-20,-15,21,21.9,0,0,0.894,0.961,,,,,,,,,,0.961,,,,,,,,,1
HS003007,Frozen Food,131,rail,0.35,-20,-15,0,23.0,1,0,0.823,0.854,,,,,,,,,,0.854,,,,,,,,,0
HS003008,Tomato,328,rail,2.98,8,13,8,8.8,1,0,0.447,0.933,,,,,,,,,,0.933,,,,,,,,,0
HS003009,Banana,357,road,3.2,12,15,3,12.2,0,0,0.444,0.751,,,,,,,,,,0.751,,,,,,,,,1
HS003010,Packaged Food,315,road,9.7,15,30,5,23.9,0,0,0.309,0.856,,,,,,,,,,0.856,,,,,,,,,1
HS003011,Mango,387,road,23.54,8,12,17,35.5,1,0,0.467,0.964,,,,,,,,,,0.964,,,,,,,,,1
HS003012,Dairy,286,road,9.7,2,8,15,21.5,1,0,0.035,0.829,,,,,,,,,,0.829,,,,,,,,,1
HS003013,Tomato,260,road,3.56,8,13,15,25.7,0,0,0.67,0.915,,,,,,,,,,0.915,,,,,,,,,0
HS003014,Tomato,178,local,13.6,8,13,12,26.8,0,0,0.703,0.896,,,,,,,,,,0.896,,,,,,,,,0
HS003015,Fish,659,road,3.96,-2,4,14,13.0,0,0,0.818,0.805,,,,,,,,,,0.805,,,,,,,,,0
HS003016,Rice,158,local,8.75,15,30,4,21.0,1,0,0.646,0.928,,,,,,,,,,0.928,,,,,,,,,0
HS003017,Rice,388,road,0.41,15,30,15,8.0,0,1,0.178,0.831,,,,,,,,,,0.831,,,,,,,,,0
HS003018,Spices,1137,road,5.52,15,30,2,14.3,0,0,0.858,0.816,,,,,,,,,,0.816,,,,,,,,,1
HS003019,Tomato,716,road,8.68,8,13,14,16.3,0,0,0.375,0.886,,,,,,,,,,0.886,,,,,,,,,0
HS003020,Dairy,487,road,5.87,2,8,10,22.2,1,0,0.64,0.773,,,,,,,,,,0.773,,,,,,,,,1
HS003021,Mango,412,road,7.6,8,12,17,25.0,1,0,0.214,0.947,,,,,,,,,,0.947,,,,,,,,,0
HS003022,Flowers,322,local,21.62,2,8,13,33.9,0,1,0.41,0.737,,,,,,,,,,0.737,,,,,,,,,0
HS003023,Leafy Vegetables,195,road,13.51,2,8,0,28.4,1,0,0.629,0.944,,,,,,,,,,0.944,,,,,,,,,1
HS003024,Fish,297,local,14.26,-2,4,5,28.8,0,1,0.656,0.855,,,,,,,,,,0.855,,,,,,,,,0
HS003025,Banana,509,rail,9.34,12,15,5,16.9,1,1,0.304,0.887,,,,,,,,,,0.887,,,,,,,,,0
HS003026,Rice,451,rail,7.82,15,30,19,21.7,0,0,0.597,0.959,,,,,,,,,,0.959,,,,,,,,,0
HS003027,Rice,584,local,33.2,15,30,8,57.2,0,1,0.004,0.96,,,,,,,,,,0.96,,,,,,,,,0
HS003028,Spices,773,road,3.3,15,30,15,12.4,1,0,0.594,0.933,,,,,,,,,,0.933,,,,,,,,,0
HS003029,Mango,316,rail,6.39,8,12,14,30.0,2,0,0.907,0.911,,,,,,,,,,0.911,,,,,,,,,0
HS003030,Packaged Food,396,rail,4.45,15,30,10,12.6,0,1,0.531,0.862,,,,,,,,,,0.862,,,,,,,,,0
HS003031,Tomato,102,road,11.45,8,13,14,18.5,0,0,0.44,0.776,,,,,,,,,,0.776,,,,,,,,,0
HS003032,Leafy Vegetables,1517,road,11.98,2,8,15,17.3,1,0,0.471,0.83,,,,,,,,,,0.83,,,,,,,,,1
HS003033,Tomato,267,local,31.82,8,13,12,46.1,0,0,0.087,0.865,,,,,,,,,,0.865,,,,,,,,,0
HS003034,Tomato,535,local,7.72,8,13,15,20.4,1,0,0.421,0.781,,,,,,,,,,0.781,,,,,,,,,0
HS003035,Fish,267,road,4.73,-2,4,4,15.5,2,0,0.829,0.871,,,,,,,,,,0.871,,,,,,,,,1
HS003036,Tomato,263,road,10.71,8,13,22,25.4,1,0,0.941,0.861,,,,,,,,,,0.861,,,,,,,,,1
HS003037,Leafy Vegetables,300,road,9.75,2,8,6,23.6,0,1,0.18,0.899,,,,,,,,,,0.899,,,,,,,,,1
HS003038,Frozen Food,156,rail,6.63,-20,-15,23,13.0,2,1,0.697,0.878,,,,,,,,,,0.878,,,,,,,,,1
HS003039,Rice,70,road,8.5,15,30,5,24.9,2,0,0.51,0.936,,,,,,,,,,0.936,,,,,,,,,0
HS003040,Pharmaceuticals,744,rail,9.14,2,8,9,24.0,1,0,0.941,0.825,,,,,,,,,,0.825,,,,,,,,,1
HS003041,Fish,499,road,4.65,-2,4,19,19.9,0,0,0.455,0.864,,,,,,,,,,0.864,,,,,,,,,0
HS003042,Banana,193,local,9.1,12,15,9,27.8,0,0,0.219,0.871,,,,,,,,,,0.871,,,,,,,,,0
HS003043,Rice,470,rail,5.9,15,30,17,27.4,0,1,0.045,0.807,,,,,,,,,,0.807,,,,,,,,,1
HS003044,Mango,598,road,5.01,8,12,23,9.2,1,0,0.751,0.885,,,,,,,,,,0.885,,,,,,,,,1
HS003045,Tomato,223,road,9.75,8,13,7,17.0,0,0,0.72,0.803,,,,,,,,,,0.803,,,,,,,,,0
HS003046,Mango,457,rail,4.81,8,12,12,23.3,2,0,0.926,0.914,,,,,,,,,,0.914,,,,,,,,,0
HS003047,Frozen Food,673,road,6.76,-20,-15,0,11.7,1,0,0.06,0.947,,,,,,,,,,0.947,,,,,,,,,0
HS003048,Leafy Vegetables,137,road,8.91,2,8,1,19.3,0,0,0.983,0.783,,,,,,,,,,0.783,,,,,,,,,1
HS003049,Frozen Food,495,local,39.07,-20,-15,21,49.6,0,0,0.184,0.866,,,,,,,,,,0.866,,,,,,,,,1
HS003050,Leafy Vegetables,444,road,8.31,2,8,13,15.2,1,0,0.561,0.935,,,,,,,,,,0.935,,,,,,,,,1
HS003051,Dairy,1188,local,21.62,2,8,18,28.2,0,0,0.565,0.866,,,,,,,,,,0.866,,,,,,,,,1
HS003052,Dairy,503,road,9.7,2,8,5,29.2,0,0,0.041,0.825,,,,,,,,,,0.825,,,,,,,,,0
HS003053,Mango,268,road,19.89,8,12,7,27.6,0,0,0.624,0.893,,,,,,,,,,0.893,,,,,,,,,1
HS003054,Dairy,289,local,13.3,2,8,15,24.0,0,0,0.339,0.821,,,,,,,,,,0.821,,,,,,,,,1
HS003055,Frozen Food,1304,rail,0.35,-20,-15,6,22.7,0,1,0.835,0.84,,,,,,,,,,0.84,,,,,,,,,0
HS003056,Fish,278,local,27.91,-2,4,11,39.1,0,0,0.533,0.968,,,,,,,,,,0.968,,,,,,,,,1
HS003057,Mango,512,rail,0.35,8,12,19,18.5,1,0,0.074,0.815,,,,,,,,,,0.815,,,,,,,,,0
HS003058,Frozen Food,300,road,5.12,-20,-15,16,13.0,0,0,0.564,0.947,,,,,,,,,,0.947,,,,,,,,,0
HS003059,Leafy Vegetables,707,road,8.41,2,8,22,24.0,2,0,0.96,0.906,,,,,,,,,,0.906,,,,,,,,,0
HS003060,Mango,730,rail,18.29,8,12,2,36.2,0,0,0.818,0.825,,,,,,,,,,0.825,,,,,,,,,1
HS003061,Banana,345,rail,1.99,12,15,4,8.4,1,0,0.747,0.946,,,,,,,,,,0.946,,,,,,,,,0
HS003062,Dairy,269,rail,7.58,2,8,18,23.6,1,0,0.903,0.758,,,,,,,,,,0.758,,,,,,,,,0
HS003063,Leafy Vegetables,265,road,3.5,2,8,21,11.1,0,0,0.703,0.958,,,,,,,,,,0.958,,,,,,,,,0
HS003064,Pharmaceuticals,114,road,26.22,2,8,4,41.2,0,1,0.165,0.897,,,,,,,,,,0.897,,,,,,,,,1
HS003065,Tomato,374,rail,4.54,8,13,1,16.4,1,0,0.377,0.857,,,,,,,,,,0.857,,,,,,,,,1
HS003066,Rice,369,road,9.26,15,30,12,20.9,0,0,0.096,0.832,,,,,,,,,,0.832,,,,,,,,,0
HS003067,Tomato,206,road,9.5,8,13,12,22.7,0,0,0.493,0.952,,,,,,,,,,0.952,,,,,,,,,0
HS003068,Frozen Food,106,local,9.39,-20,-15,12,14.0,0,0,0.253,0.922,,,,,,,,,,0.922,,,,,,,,,0
HS003069,Rice,400,road,0.41,15,30,11,22.6,0,0,0.712,0.857,,,,,,,,,,0.857,,,,,,,,,0
HS003070,Leafy Vegetables,434,road,4.73,2,8,17,25.7,1,0,0.079,0.924,,,,,,,,,,0.924,,,,,,,,,1
HS003071,Mango,452,road,14.57,8,12,8,38.4,0,0,0.077,0.86,,,,,,,,,,0.86,,,,,,,,,1
HS003072,Dairy,184,road,3.3,2,8,11,24.3,0,1,0.951,0.902,,,,,,,,,,0.902,,,,,,,,,1
HS003073,Packaged Food,453,rail,6.6,15,30,11,27.8,1,0,0.85,0.879,,,,,,,,,,0.879,,,,,,,,,0
HS003074,Packaged Food,312,local,13.3,15,30,5,36.9,0,0,0.353,0.769,,,,,,,,,,0.769,,,,,,,,,0
